Index,Name,FromYear,ToYear,Area,Type,References,MemberOf,FullPath,Region,Subregion,ColorR,ColorG,ColorB,Generated,SourceRun,OverlapNote,geometry
620,Ping Zhou,-550.5,-451.5,2540.4,POLITY,,(Shu),Shu - Ping Zhou,East Asia,North China,168,208,210,2026-08-21,Shu,,"POLYGON ((106.2034 32.085, 106.237 32.0891, 106.2742 32.0828…"
621,Shurparaka,-610.1,-301.5,14880.7,POLITY,,,Shurparaka,South Asia,North India,192,176,128,2026-08-21,Shurparaka,,"MULTIPOLYGON (((73.05275 19.01406, 73.05323 19.01508, 73.056…"
622,Sicans,-1000.1,-496.5,5490.4,TRIBAL_AREA,,,Sicans,Europe,Southern Europe,248,176,240,2026-08-21,Sicans,Contained in border: Sikanoi,"MULTIPOINT ((13.3207 37.6802), (14.0345 37.8241), (13.8793 3…"
623,Sicels,-1000.1,-466.4,0.0,TRIBAL_AREA,,,Sicels,Europe,Southern Europe,170,64,64,2026-08-21,Sicels,Contained in border: Sikeloi,POINT (15.2086 38.0029)
624,Sicyon,-655.5,-480.9,229.4,POLITY,,,Sicyon,Europe,Southern Europe,224,240,160,2026-08-21,Sicyon,,"POLYGON ((22.79775 37.97295, 22.77703 38.00011, 22.72764 38.…"
625,Sikanoi,-500.1,-480.3,1658.2,POLITY,,,Sikanoi,Europe,Southern Europe,244,240,244,2026-08-21,Sikanoi,Overlaps dot-tribe(s): Sicans,"POLYGON ((13.4742 37.7075, 13.4908 37.7042, 13.5183 37.7042,…"
626,Sikeloi,-500.1,-461.4,7384.2,POLITY,,,Sikeloi,Europe,Southern Europe,244,240,243,2026-08-21,Sikeloi,Overlaps dot-tribe(s): Sicels,"MULTIPOLYGON (((14.9842 37.7067, 14.9583 37.6983, 14.9367 37…"
627,Slavs,-2050.1,-1.0,333790.6,TRIBAL_AREA,,,Slavs,Central and Northern Eurasia,Pontic-Caspian,224,224,64,2026-08-21,Slavs,,"MULTIPOINT ((18.8 49.3), (20.3 49.3), (18.05 50.3), (19.55 5…"
628,Song,-563.5,-487.5,37796.4,POLITY,,,Song,East Asia,North China,240,176,144,2026-08-21,Song,,"POLYGON ((115.3339 34.9757, 115.3704 34.9391, 115.4122 34.90…"
629,South China Peoples,-770.1,-384.5,223961.7,TRIBAL_AREA,,,South China Peoples,East Asia,North China,208,240,96,2026-08-21,South China Peoples,,"MULTIPOINT ((105.3 25.3), (106.8 25.3), (108.3 25.3), (109.8…"
630,Subarctic Peoples,-2400.1,-1.0,5658266.9,TRIBAL_AREA,,,Subarctic Peoples,North America,Arctic America,144,16,160,2026-08-21,Subarctic Peoples,,"MULTIPOINT ((-95.7 48.3), (-94.7 49.8), (-92.7 49.8), (-74.7…"
631,Suhma,-610.1,-345.5,5880.7,POLITY,,,Suhma,South Asia,North India,224,224,176,2026-08-21,Suhma,,"POLYGON ((87.36136 21.57225, 87.34783 21.57158, 87.34002 21.…"
632,Surasena,-600.5,-360.5,28630.0,POLITY,,,Surasena,South Asia,North India,64,224,176,2026-08-21,Surasena,,"POLYGON ((77.5194 27.9723, 77.5194 27.9459, 77.5106 27.9282,…"
633,Syracuse,-552.5,-492.5,1328.4,POLITY,,,Syracuse,Europe,Southern Europe,128,80,208,2026-08-21,Syracuse,,"MULTIPOLYGON (((14.53382736850404 36.783792897707116, 14.543…"
634,Kamarina,-552.5,-492.5,186.5,POLITY,,(Syracuse),Syracuse - Kamarina,Europe,Southern Europe,128,80,210,2026-08-21,Syracuse,,"MULTIPOLYGON (((14.54372 36.78139, 14.5332 36.7832, 14.53382…"
635,Tan,-770.1,-473.3,1419.0,POLITY,,,Tan,East Asia,North China,248,128,0,2026-08-21,Tan,,"POLYGON ((118.6365 34.7357, 118.5844 34.7617, 118.5844 34.76…"
636,Taras,-500.5,-437.5,200.7,POLITY,,,Taras,Europe,Southern Europe,176,96,192,2026-08-21,Taras,,"POLYGON ((17.27575 40.38136, 17.2907 40.3865, 17.3008 40.393…"
637,Tartessos,-600.0,-100.0,71497.6,POLITY,,,Tartessos,Europe,Southern Europe,240,128,144,2026-08-21,Tartessos,,"MULTIPOLYGON (((-7.958333 36.99239, -7.960778 36.99481, -7.9…"
638,Taulanti,-600.1,-355.5,8208.1,TRIBAL_AREA,,,Taulanti,Europe,Southeastern Europe,160,192,64,2026-08-21,Taulanti,,"POLYGON ((19.67972 40.13172, 19.6897 40.1428, 19.7047 40.159…"
639,Teng,-770.1,-297.5,1667.3,POLITY,,,Teng,East Asia,North China,80,192,64,2026-08-21,Teng,,"POLYGON ((117.4626 34.9861, 117.52 34.9287, 117.5043 34.9183…"
640,Teutons,-500.1,-1.0,751108.4,TRIBAL_AREA,,,Teutons,Europe,Northern Europe,56,128,144,2026-08-21,Teutons,,"MULTIPOINT ((4.615 52.235), (6.05 52.3), (7.55 52.3), (5.693…"
641,Thai Peoples,-1000.1,-1.0,268071.6,TRIBAL_AREA,,,Thai Peoples,East Asia,North China,128,160,208,2026-08-21,Thai Peoples,,"MULTIPOINT ((99.3 23.3), (100.15 22.3), (101.55 22.3), (100.…"
642,Thesprotians,-500.1,-430.8,2315.4,POLITY,,,Thesprotians,Europe,Southern Europe,244,240,246,2026-08-21,Thesprotians,Overlaps dot-tribe(s): Dorians,"POLYGON ((20 39.8725, 20.0125 39.9042, 20.0667 39.925, 20.16…"
643,Thessaly,-500.5,-481.1,14624.1,POLITY,,,Thessaly,Europe,Southern Europe,176,128,224,2026-08-21,Thessaly,,"POLYGON ((22.82442 38.79519, 22.84039 38.77831, 22.84992 38.…"
644,Malis,-610.5,-481.1,771.2,POLITY,,(Thessaly),Thessaly - Malis,Europe,Southern Europe,176,128,226,2026-08-21,Thessaly,,"POLYGON ((22.80595 38.89178, 22.79509 38.88311, 22.77872 38.…"
645,Phocis,-500.5,-481.1,1640.3,POLITY,,(Thessaly),Thessaly - Phocis,Europe,Southern Europe,176,128,229,2026-08-21,Thessaly,,"POLYGON ((22.8127 38.78653, 22.81731 38.78822, 22.82442 38.7…"
646,Thraikes,-500.1,-341.5,114444.1,POLITY,,,Thraikes,Europe,Southeastern Europe,244,241,241,2026-08-21,Thraikes,Overlaps dot-tribe(s): Thracians,"MULTIPOLYGON (((23.5517 42.0867, 23.534248957288117 42.09192…"
647,Three Yi Tribes,-770.1,-1.0,12940.2,POLITY,,,Three Yi Tribes,East Asia,North China,244,243,241,2026-08-21,Three Yi Tribes,,"POLYGON ((120 28.8392, 120.1933 28.8642, 120.3433 28.8475, 1…"
648,Trigarta,-600.5,-450.5,22892.6,POLITY,,,Trigarta,South Asia,North India,224,208,96,2026-08-21,Trigarta,,"POLYGON ((74.98341 31.14506, 74.97553 31.14878, 74.96825 31.…"
649,Tuhe,-662.5,-307.5,2092.3,POLITY,,,Tuhe,East Asia,North China,244,241,252,2026-08-21,Tuhe,,"POLYGON ((114.9833 41.15, 115.0917 41.1667, 115.2292 41.1292…"
650,Ugrians,-750.1,-1.0,1249106.2,TRIBAL_AREA,,,Ugrians,Central and Northern Eurasia,Siberia,224,176,48,2026-08-21,Ugrians,,"MULTIPOINT ((57.3 54.8), (59.3 54.8), (61.3 54.8), (63.3 54.…"
651,Umbri,-800.1,-438.5,0.0,TRIBAL_AREA,,,Umbri,Europe,Southern Europe,240,112,16,2026-08-21,Umbri,Contained in border: Umbrii,"MULTIPOINT ((13.969 42.3221), (12.6655 43.1724))"
652,Umbrii,-500.1,-438.5,17622.6,POLITY,,,Umbrii,Europe,Southern Europe,244,240,250,2026-08-21,Umbrii,Overlaps dot-tribe(s): Umbri,"POLYGON ((13.4608 41.7483, 13.4175 41.7333, 13.3558 41.715, …"
653,Usinara,-530.5,-354.5,13235.1,POLITY,,,Usinara,South Asia,North India,208,208,112,2026-08-21,Usinara,,"POLYGON ((78.2017 29.9883, 78.1867 29.9817, 78.175 29.9642, …"
654,Utkala,-610.1,-345.5,19873.9,POLITY,,,Utkala,South Asia,North India,208,208,96,2026-08-21,Utkala,,"MULTIPOLYGON (((86.39731 19.99925, 86.39506 19.99583, 86.396…"
655,Vajjika League,-610.1,-478.5,62178.1,POLITY,,,Vajjika League,South Asia,North India,164,208,240,2026-08-21,Vajjika League,,"POLYGON ((85.13008 25.85031, 85.12292 25.86167, 85.11901 25.…"
656,Licchavi,-610.1,-478.5,11896.2,POLITY,,(Vajjika League),Vajjika League - Licchavi,South Asia,North India,164,208,241,2026-08-21,Vajjika League,,"POLYGON ((85.13589 25.84933, 85.13008 25.85031, 85.12292 25.…"
657,Naya,-610.1,-468.5,1930.6,POLITY,,(Vajjika League),Vajjika League - Naya,South Asia,North India,164,208,243,2026-08-21,Vajjika League,,"POLYGON ((84.94206 26.0945, 84.93308 26.10039, 84.92834 26.1…"
658,Vajji,-610.1,-468.5,15789.6,POLITY,,(Vajjika League),Vajjika League - Vajji,South Asia,North India,164,208,242,2026-08-21,Vajjika League,,"POLYGON ((85.4346 26.4563, 85.4476 26.4389, 85.465 26.4128, …"
659,Videha,-610.1,-468.5,32561.7,POLITY,,(Vajjika League),Vajjika League - Videha,South Asia,North India,164,208,244,2026-08-21,Vajjika League,,"POLYGON ((85.041 27.4448, 85.0585 27.4316, 85.1023 27.4097, …"
660,Vanga,-610.1,-345.5,48683.2,POLITY,,,Vanga,South Asia,Eastern South Asia,240,144,80,2026-08-21,Vanga,,"MULTIPOLYGON (((88.17639 21.5745, 88.17364 21.58009, 88.1738…"
661,Vatsa,-560.5,-492.5,34914.7,POLITY,,,Vatsa,South Asia,North India,32,192,224,2026-08-21,Vatsa,,"POLYGON ((81.5976 24.9554, 81.5667 24.951, 81.5005 24.951, 8…"
662,Bhagga,-560.5,-492.5,3596.7,POLITY,,(Vatsa),Vatsa - Bhagga,South Asia,North India,32,192,225,2026-08-21,Vatsa,,"POLYGON ((80.84095 26.03308, 80.85889 25.98428, 80.85753 25.…"
663,Veneti,-800.1,-1.0,0.0,TRIBAL_AREA,,,Veneti,Europe,Southern Europe,224,160,16,2026-08-21,Veneti,,"MULTIPOINT ((11.6617 45.4692), (12.15 46.3))"
664,Vidarbha,-610.1,-348.5,65463.6,POLITY,,,Vidarbha,South Asia,North India,192,176,224,2026-08-21,Vidarbha,,"POLYGON ((79.9738 19.9797, 79.9263 19.9372, 79.8788 19.8972,…"
665,Volsci,-507.5,-495.3,155.5,POLITY,,,Volsci,Europe,Southern Europe,240,112,96,2026-08-21,Volsci,,"POLYGON ((13.3479 41.2897, 13.3481 41.3037, 13.3458 41.3161,…"
666,Anxur,-507.5,-494.5,155.5,POLITY,,(Volsci),Volsci - Anxur,Europe,Southern Europe,240,112,99,2026-08-21,Volsci,,"POLYGON ((13.3479 41.2897, 13.3481 41.3037, 13.3458 41.3161,…"
667,West African Peoples,-1500.1,-1.0,3240880.9,TRIBAL_AREA,,,West African Peoples,Africa,Sahel,224,128,64,2026-08-21,West African Peoples,,"MULTIPOINT ((1.05 6.3), (0.3 7.3), (1.8 7.3), (3.3 7.3), (4.…"
668,Western Mediterraneans,-1450.1,-1.0,0.0,TRIBAL_AREA,,,Western Mediterraneans,Europe,Southern Europe,232,208,80,2026-08-21,Western Mediterraneans,,POINT (2.9552 39.6294)
669,Western Rong,-688.5,-361.5,15410.2,POLITY,,,Western Rong,East Asia,North China,244,241,253,2026-08-21,Western Rong,,"POLYGON ((105.027 35.8035, 105.0844 35.8035, 105.1678 35.808…"
670,Wey,-547.5,-491.2,16204.6,POLITY,,,Wey,East Asia,North China,240,144,160,2026-08-21,Wey,,"POLYGON ((114.981 34.9419, 114.9775 34.9458, 114.9745 34.949…"
671,White Di,-770.1,-407.5,54098.8,POLITY,,,White Di,East Asia,North China,244,241,249,2026-08-21,White Di,,"POLYGON ((109.9827 35.7069, 109.931 35.769, 109.869 35.7328,…"
672,Wu,-504.5,-494.5,236345.1,POLITY,,,Wu,East Asia,North China,248,160,240,2026-08-21,Wu,,"MULTIPOLYGON (((115.3012 29.7485, 115.3781 29.81, 115.4192 2…"
673,Wushi Rong,-771.1,-314.5,8382.4,POLITY,,,Wushi Rong,East Asia,North China,244,242,241,2026-08-21,Wushi Rong,,"POLYGON ((105.8409 35.8087, 105.8565 35.8817, 105.8565 35.90…"
674,Wuzhong,-662.5,-457.5,3364.4,POLITY,,,Wuzhong,East Asia,North China,244,241,251,2026-08-21,Wuzhong,,"POLYGON ((114.8333 38.9792, 114.7292 38.9917, 114.6 39.0542,…"
675,Xu(2),-506.5,-371.5,1295.4,POLITY,,,Xu(2),East Asia,North China,224,176,80,2026-08-21,Xu(2),,"POLYGON ((112.5765 33.7116, 112.6375 33.7217, 112.7188 33.72…"
676,Xue,-770.1,-335.5,1564.2,POLITY,,,Xue,East Asia,North China,192,96,224,2026-08-21,Xue,,"POLYGON ((117.6087 34.9183, 117.5617 34.9496, 117.5409 34.94…"
677,Yan,-662.5,-456.5,65925.0,POLITY,,,Yan,East Asia,North China,192,32,160,2026-08-21,Yan,,"POLYGON ((117.3207 38.8006, 117.2782 38.7581, 117.2251 38.71…"
678,Yaudheya,-500.5,-322.5,56654.2,POLITY,,,Yaudheya,South Asia,North India,160,160,224,2026-08-21,Yaudheya,,"POLYGON ((77.965 29.9973, 78.0223 29.9797, 78.0356 29.9444, …"
679,Yihu,-770.1,-491.5,3520.0,POLITY,,,Yihu,East Asia,North China,244,242,245,2026-08-21,Yihu,,"POLYGON ((117.8534 32.6052, 117.8832 32.5824, 117.9007 32.54…"
680,Yiqu,-771.1,-272.5,13887.9,POLITY,,,Yiqu,East Asia,North China,240,224,192,2026-08-21,Yiqu,,"POLYGON ((107.1191 35.8504, 107.1087 35.8087, 107.1035 35.76…"
681,Yue,-505.5,-494.5,72131.6,POLITY,,,Yue,East Asia,North China,148,176,144,2026-08-21,Yue,,"MULTIPOLYGON (((118.7507 28.1414, 118.6783 28.1311, 118.5955…"
682,Yuezhi,-1235.1,-1.0,261905.1,TRIBAL_AREA,,,Yuezhi,East Asia,North China,192,192,64,2026-08-21,Yuezhi,,"MULTIPOINT ((76.3 40.3), (77.3 41.8), (78.3 40.3), (80.3 40.…"
683,Zapotecs,-1400.1,-1.0,0.0,TRIBAL_AREA,,,Zapotecs,North America,Mexico,208,192,32,2026-08-21,Zapotecs,,POINT (-96.7 16.8)
684,Zhangzhung,-500.5,-1.0,243059.3,POLITY,,,Zhangzhung,East Asia,North China,248,128,144,2026-08-21,Zhangzhung,,"POLYGON ((84.2605 29.9828, 84.2164 29.952, 84.1679 29.952, 8…"
685,Zheng,-504.5,-468.5,27413.0,POLITY,,,Zheng,East Asia,North China,240,80,128,2026-08-21,Zheng,,"POLYGON ((114.1362 33.581, 114.1672 33.581, 114.2086 33.5603…"
686,Zhongshan,-506.5,-491.2,12372.3,POLITY,,,Zhongshan,East Asia,North China,48,128,112,2026-08-21,Zhongshan,,"POLYGON ((115 38.2807, 114.9548 38.3507, 114.9039 38.3965, 1…"
687,Zhou Dynasty,-505.5,-353.5,5061.4,POLITY,,,Zhou Dynasty,East Asia,North China,208,64,48,2026-08-21,Zhou Dynasty,,"POLYGON ((112.849 34.4188, 112.8387 34.3722, 112.8076 34.356…"
688,Zhu,-523.5,-335.5,3158.4,POLITY,,,Zhu,East Asia,North China,48,128,176,2026-08-21,Zhu,,"POLYGON ((117.9426 34.9757, 117.927 34.9444, 117.9061 34.913…"
689,Zhuanyu,-770.1,-483.5,311.3,POLITY,,,Zhuanyu,East Asia,North China,48,192,144,2026-08-21,Zhuanyu,,"POLYGON ((117.8957 35.5496, 117.8539 35.5548, 117.7965 35.54…"
